review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
"Fast transfers, love the speed and reliability","fast transfers, love the speed and reliability",4,2025-12-28,Dashen,positive,0.35,Transaction Performance
Love the new features being added regularly Update needed.,love the new features being added regularly update needed.,4,2025-12-01,Dashen,positive,0.21212121212121213,Feature Requests
Please add QR payment feature like other banks Update needed.,please add qr payment feature like other banks update needed.,4,2026-03-04,Dashen,negative,0.125,Feature Requests
Customer service responded quickly to my query,customer service responded quickly to my query,5,2026-03-09,Dashen,positive,0.3333333333333333,UI and Design
App could use better notification system,app could use better notification system,3,2026-05-12,Dashen,positive,0.5,Feature Requests
"Working great so far, no major issues Great work!","working great so far, no major issues great work!",5,2025-12-23,Dashen,positive,0.4671875,Other
Sometimes slow but generally good experience,sometimes slow but generally good experience,4,2026-02-12,Dashen,positive,0.19999999999999996,Transaction Performance
"Very secure, feels safe to use Update needed.","very secure, feels safe to use update needed.",5,2025-12-24,Dashen,positive,0.51,Other
OTP sometimes delayed but works eventually Update needed.,otp sometimes delayed but works eventually update needed.,3,2026-02-28,Dashen,neutral,0.5,Account Access
Transaction processing is fast and reliable Great work!,transaction processing is fast and reliable great work!,5,2026-05-10,Dashen,positive,0.6,Transaction Performance
Please add QR payment feature like other banks Great work!,please add qr payment feature like other banks great work!,5,2026-03-01,Dashen,positive,0.4375,Feature Requests
OTP sometimes delayed but works eventually Very disappointed.,otp sometimes delayed but works eventually very disappointed.,4,2026-02-15,Dashen,negative,0.9750000000000001,Account Access
Sometimes slow but generally good experience Highly recommend.,sometimes slow but generally good experience highly recommend.,1,2025-11-26,Dashen,positive,0.18666666666666665,Transaction Performance
Love the new features being added regularly,love the new features being added regularly,3,2026-01-11,Dashen,positive,0.21212121212121213,Feature Requests
"Good UI, very intuitive and easy to navigate","good ui, very intuitive and easy to navigate",3,2026-03-18,Dashen,positive,0.4444444444444444,UI and Design
Transaction processing is fast and reliable Please fix!,transaction processing is fast and reliable please fix!,5,2026-04-26,Dashen,positive,0.25,Transaction Performance
Customer service responded quickly to my query Highly recommend.,customer service responded quickly to my query highly recommend.,3,2025-11-27,Dashen,positive,0.24666666666666665,UI and Design
"Working great so far, no major issues","working great so far, no major issues",3,2026-05-11,Dashen,positive,0.28958333333333336,Other
"Fast transfers, love the speed and reliability So frustrating.","fast transfers, love the speed and reliability so frustrating.",5,2026-01-16,Dashen,neutral,0.5,Transaction Performance
Love the new features being added regularly Very disappointed.,love the new features being added regularly very disappointed.,3,2026-04-23,Dashen,negative,0.11287878787878791,Feature Requests
"Working great so far, no major issues","working great so far, no major issues",5,2026-03-28,Dashen,positive,0.28958333333333336,Other
Dark mode needed for night usage Please fix!,dark mode needed for night usage please fix!,4,2026-04-24,Dashen,negative,0.1875,Feature Requests
"Working great so far, no major issues Please fix!","working great so far, no major issues please fix!",5,2026-03-13,Dashen,positive,0.2869791666666667,Other
Please add QR payment feature like other banks Very disappointed.,please add qr payment feature like other banks very disappointed.,5,2026-05-18,Dashen,negative,0.55,Feature Requests
"Fast transfers, love the speed and reliability Update needed.","fast transfers, love the speed and reliability update needed.",4,2026-04-05,Dashen,positive,0.35,Transaction Performance
Please add QR payment feature like other banks Update needed.,please add qr payment feature like other banks update needed.,5,2026-04-27,Dashen,negative,0.125,Feature Requests
"Very secure, feels safe to use Very disappointed.","very secure, feels safe to use very disappointed.",2,2026-03-04,Dashen,neutral,0.5,Other
Customer service responded quickly to my query Highly recommend.,customer service responded quickly to my query highly recommend.,5,2026-04-19,Dashen,positive,0.24666666666666665,UI and Design
Dark mode needed for night usage Great work!,dark mode needed for night usage great work!,4,2026-02-27,Dashen,positive,0.425,Feature Requests
Please add QR payment feature like other banks Update needed.,please add qr payment feature like other banks update needed.,4,2026-03-28,Dashen,negative,0.125,Feature Requests
Sometimes slow but generally good experience Please fix!,sometimes slow but generally good experience please fix!,5,2026-04-16,Dashen,positive,0.2875,Transaction Performance
"Good UI, very intuitive and easy to navigate So frustrating.","good ui, very intuitive and easy to navigate so frustrating.",4,2025-11-30,Dashen,positive,0.2333333333333333,UI and Design
Fingerprint login would be convenient Please fix!,fingerprint login would be convenient please fix!,4,2026-04-02,Dashen,neutral,0.5,Account Access
Please add QR payment feature like other banks Please fix!,please add qr payment feature like other banks please fix!,4,2026-01-16,Dashen,negative,0.15625,Feature Requests
Fingerprint login would be convenient Great work!,fingerprint login would be convenient great work!,2,2026-01-22,Dashen,positive,1.0,Account Access
"Fast transfers, love the speed and reliability Highly recommend.","fast transfers, love the speed and reliability highly recommend.",2,2026-05-03,Dashen,positive,0.2866666666666667,Transaction Performance
"Need budgeting tools please, would be very helpful","need budgeting tools please, would be very helpful",3,2026-01-23,Dashen,positive,0.2,Feature Requests
"Very secure, feels safe to use Please fix!","very secure, feels safe to use please fix!",4,2026-02-21,Dashen,positive,0.5725,Other
Transaction processing is fast and reliable So frustrating.,transaction processing is fast and reliable so frustrating.,5,2026-02-05,Dashen,negative,0.1,Transaction Performance
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",4,2026-05-03,Dashen,positive,0.1171875,Other
Love the new features being added regularly Update needed.,love the new features being added regularly update needed.,3,2026-04-20,Dashen,positive,0.21212121212121213,Feature Requests
Sometimes slow but generally good experience Please fix!,sometimes slow but generally good experience please fix!,2,2026-03-14,Dashen,positive,0.2875,Transaction Performance
Transaction processing is fast and reliable Please fix!,transaction processing is fast and reliable please fix!,5,2026-03-13,Dashen,positive,0.25,Transaction Performance
Dark mode needed for night usage Very disappointed.,dark mode needed for night usage very disappointed.,4,2026-04-23,Dashen,negative,0.5625,Feature Requests
Dark mode needed for night usage Very disappointed.,dark mode needed for night usage very disappointed.,1,2025-12-10,Dashen,negative,0.5625,Feature Requests
Sometimes slow but generally good experience So frustrating.,sometimes slow but generally good experience so frustrating.,3,2026-02-01,Dashen,neutral,0.5,Transaction Performance
"Working great so far, no major issues Highly recommend.","working great so far, no major issues highly recommend.",2,2026-04-11,Dashen,positive,0.2571875,Other
Fingerprint login would be convenient So frustrating.,fingerprint login would be convenient so frustrating.,5,2025-11-20,Dashen,negative,0.4,Account Access
"Best banking app in Ethiopia, very satisfied Update needed.","best banking app in ethiopia, very satisfied update needed.",3,2025-12-21,Dashen,positive,0.825,Other
Please add QR payment feature like other banks Highly recommend.,please add qr payment feature like other banks highly recommend.,5,2026-03-31,Dashen,neutral,0.5,Feature Requests
